Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,,
5285,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,DMF,25.05,8030733.50,,
5286,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,DMF,58.90,10365332.00,,
5287,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,DMF,0.00,4315422.50,,
5288,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,DMF,47.98,11991210.00,,
5289,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,DMF,0.00,4112719.25,,
5290,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,DMF,0.00,138286.84,,
5291,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,DMF,0.00,622325.56,,
5292,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,None,2.5,DMF,14.27,4019668.25,,
5293,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,DMF,0.00,3642242.25,,
5294,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,DMF,0.00,3335035.00,,
5295,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,DMF,25.47,8700017.00,,
5296,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,DMF,0.00,5540805.50,,
5297,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,DMF,0.00,5280289.50,,
5298,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,DMF,0.00,2087568.88,,
5299,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,DMF,43.83,10301012.00,,
5300,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,DMF,49.89,12095240.00,,
5301,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,DMF,0.00,225665.34,,
5302,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,DMF,0.00,145421.42,,
5303,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,DMF,0.00,96733.53,,
5304,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,DMF,0.00,389002.19,,
5305,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,DMF,0.00,353866.03,,
5306,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,DMF,52.94,4414638.00,,
5307,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,DMF,0.00,2115571.50,,
5308,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,DMF,0.00,5664494.50,,
5309,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,DMF,47.43,11212296.00,,
5310,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,DMF,0.00,2531855.00,,
5311,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,DMF,0.00,2665204.25,,
5312,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,DMF,0.00,5040916.50,,
5313,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,DMF,0.00,132542.80,,
5314,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,DMF,0.00,257184.39,,
5315,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,DMF,0.00,209058.48,,
5316,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,22.69,9708617.00,,
5317,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,DMF,27.87,6279264.00,,
5318,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,DMF,23.00,6076423.50,,
5319,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,DMF,18.55,6527385.50,,
5320,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,DMF,25.37,5876713.50,,
5321,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,DMF,38.40,9643882.00,,
5322,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,DMF,32.91,3897238.50,,
5323,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,DMF,0.00,1009647.81,,
5324,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,DMF,42.35,8597097.00,,
5325,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,DMF,91.28,9110363.00,,
5326,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,DMF,0.00,274657.41,,
5327,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,DMF,0.00,297222.09,,
5328,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,0.00,1361070.88,,
5329,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,DMF,0.00,1967354.50,,
5330,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,DMF,54.48,13704093.00,,
5331,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,DMF,0.00,1088047.25,,
5332,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,DMF,0.00,356678.94,,
5333,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,DMF,0.00,704295.00,,
5334,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,DMF,0.00,234000.19,,
5335,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,DMF,0.00,768682.25,,
5336,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,DMF,0.00,143574.77,,
5337,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,DMF,0.00,13571.60,,
5338,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,DMF,0.00,13038.70,,
5339,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,DMF,0.00,35994.71,,
5340,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,DMF,0.00,232783.75,,
5341,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,DMF,26.86,4798012.50,,
5342,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,DMF,50.12,11539803.00,,
5343,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,DMF,0.00,1210337.50,,
5344,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,DMF,18.63,4169637.50,,
5345,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,DMF,41.57,9597887.00,,
5346,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,DMF,33.16,4292497.50,,
5347,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,DMF,23.13,5245311.50,,
5348,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,Et3N,2.5,DMF,37.36,7485330.00,,
5349,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,Et3N,2.5,DMF,33.27,6554453.50,,
5350,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,Et3N,2.5,DMF,0.00,175234.09,,
5351,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,Et3N,2.5,DMF,0.00,278610.38,,
5352,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,Et3N,2.5,DMF,21.67,2387308.25,,
5353,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,CsF,2.5,DMF,29.77,5995937.00,,
5354,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,CsF,2.5,DMF,0.00,6511252.50,,
5355,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,CsF,2.5,DMF,0.00,3614427.75,,
5356,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,CsF,2.5,DMF,0.00,435042.03,,
5357,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,CsF,2.5,DMF,46.64,10770865.00,,
5358,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,CsF,2.5,DMF,49.68,8002252.00,,
5359,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,CsF,2.5,DMF,38.22,8626809.00,,
5360,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,CsF,2.5,DMF,38.71,8962313.00,,
5361,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,CsF,2.5,DMF,0.00,3104284.25,,
5362,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,CsF,2.5,DMF,0.00,310372.63,,
5363,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,CsF,2.5,DMF,0.00,114504.14,,
5364,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,CsF,2.5,DMF,0.00,428829.63,,
5365,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,K3PO4,2.5,DMF,0.00,1684298.75,,
5366,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,DMF,61.04,13380333.00,,
5367,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,DMF,29.53,7086051.50,,
5368,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,DMF,44.91,11049873.00,,
5369,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,DMF,53.93,12537171.00,,
5370,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,DMF,0.00,2864806.25,,
5371,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,DMF,53.92,13313189.00,,
5372,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,DMF,0.00,5167298.50,,
5373,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,DMF,0.00,7332763.00,,
5374,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,DMF,0.00,193740.08,,
5375,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,DMF,0.00,154154.42,,
5376,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,DMF,0.00,1119802.63,,
5377,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,None,2.5,MeOH,24.84,5036939.00,,
5378,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,None,2.5,MeOH,18.36,7556060.50,,
5379,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,None,2.5,MeOH,20.64,5889742.00,,
5380,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,None,2.5,MeOH,18.55,3359025.25,,
5381,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,MeOH,37.07,8574848.00,,
5382,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,MeOH,27.14,5333705.50,,
5383,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,MeOH,0.00,1994153.63,,
5384,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,MeOH,0.00,1901022.25,,
5385,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,MeOH,0.00,574325.00,,
5386,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,MeOH,0.00,141843.53,,
5387,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,MeOH,0.00,380397.78,,
5388,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,None,2.5,MeOH,20.49,4170258.75,,
5389,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,MeOH,28.88,5324264.00,,
5390,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,MeOH,66.53,20579806.00,,
5391,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,MeOH,38.22,8772744.00,,
5392,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,MeOH,47.34,13829915.00,,
5393,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,MeOH,73.08,16291124.00,,
5394,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,MeOH,40.75,6893417.50,,
5395,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,MeOH,53.93,11683549.00,,
5396,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,MeOH,24.19,4903888.00,,
5397,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,MeOH,71.18,17608660.00,,
5398,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,MeOH,52.87,12673781.00,,
5399,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,MeOH,23.67,2822784.75,,
5400,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeOH,53.83,18522574.00,,
5401,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,MeOH,29.52,5798271.00,,
5402,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,MeOH,71.31,18063844.00,,
5403,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,MeOH,23.16,8165530.00,,
5404,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,MeOH,45.18,11608936.00,,
5405,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,MeOH,75.97,18967944.00,,
5406,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,MeOH,43.33,7165222.50,,
5407,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,MeOH,49.88,10614984.00,,
5408,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,MeOH,26.71,5945466.00,,
5409,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,MeOH,75.77,17382604.00,,
5410,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,MeOH,59.78,15843741.00,,
